"HouseStyle","No_of_Bedrooms","No_of_Bath","Garage_Type","Total_Sqft","Lot_Location","YearBuilt","Year_Remodeled","FirstExterior","SecondExterior","MasonryVeneer_Type","Neighborhood","Overall_Quality","Overall_Condition","Sale_Condition","Actual Price","Predicted Sale Price","MLR Complete"
"2Story",3,2,"Detchd",1708,"Inside",2004,2004,"VinylSd","VinylSd","Stone","Edwards",7,5,"Normal",130000,227218.0278198733,224435.28277438204
"1Story",2,2,"Attchd",1652,"Corner",2006,2007,"VinylSd","VinylSd","Stone","NridgHt",9,5,"Normal",325000,283316.03806233883,293209.9317128686
"1Story",2,2,"Attchd",1368,"Inside",2005,2006,"VinylSd","VinylSd","Stone","NridgHt",7,5,"Partial",202500,207613.59021832616,227494.4958788883
"1Story",3,1,"Detchd",990,"Inside",1994,1995,"VinylSd","VinylSd","None","CollgCr",5,5,"Normal",138000,126387.34298702204,129417.2468529942
"1Story",2,1,"Attchd",1122,"Inside",1948,2005,"MetalSd","MetalSd","None","OldTown",5,7,"Normal",147000,139520.75496226246,142692.47229235712
"1Story",3,2,"Attchd",1294,"Inside",1991,1991,"HdBoard","HdBoard","BrkFace","SawyerW",6,5,"Normal",179200,166457.8723359243,173956.52877721796
"1Story",3,2,"Attchd",1902,"Inside",1959,2002,"BrkFace","HdBoard","None","Crawfor",7,8,"Normal",335000,237963.9951171003,238816.93460978824
"1Story",3,2,"Attchd",1274,"Inside",2005,2007,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Partial",203000,202422.6299321302,196643.27403377183
"2Story",4,2.5,"Attchd",2810,"Inside",1990,1990,"Wd Sdng","Wd Sdng","BrkFace","NoRidge",8,5,"Normal",302000,313234.37920830183,315061.14183644135
"2Story",4,2.5,"BuiltIn",2599,"Corner",1999,1999,"VinylSd","VinylSd","BrkFace","NoRidge",9,5,"Normal",333168,334023.2472437164,326159.4394246575
"1Story",3,1,"Detchd",948,"Inside",1954,1954,"Wd Sdng","Wd Sdng","None","Edwards",4,6,"Normal",119000,73849.80916201511,81978.6548067662
"2Story",4,2.5,"Attchd",2112,"Inside",1969,1969,"HdBoard","HdBoard","None","NAmes",6,5,"Normal",206900,202163.93929293146,202076.09872403834
"1Story",3,2,"Attchd",1630,"Inside",2008,2008,"VinylSd","VinylSd","Stone","CollgCr",8,5,"Normal",295493,253514.4062413643,252802.3963552704
"1Story",2,2,"Attchd",1352,"Corner",2006,2007,"VinylSd","VinylSd","None","Somerst",7,5,"Partial",208900,207155.23735498617,229786.36584023386
"1Story",3,2,"Attchd",1787,"CulDSac",2001,2002,"VinylSd","VinylSd","BrkFace","CollgCr",8,5,"Normal",275000,259965.66512389417,256497.03322300687
"1Story",3,1,"Attchd",948,"Inside",1954,1954,"Wd Sdng","Wd Sdng","BrkFace","Edwards",4,5,"Normal",111000,73849.80916201511,76560.1603187318
"1Story",3,1.5,"Attchd",1478,"Inside",1957,1957,"BrkFace","BrkFace","None","NAmes",6,3,"Normal",156500,162851.0578647095,156930.13497204846
"1Story",2,1,"Detchd",720,"Corner",1949,1950,"VinylSd","VinylSd","None","BrkSide",3,6,"Normal",72500,28987.04777393531,48711.361925316975
"2Story",3,2.5,"Attchd",1923,"Inside",1992,1992,"HdBoard","HdBoard","None","NoRidge",7,5,"Normal",190000,231461.78295982422,235111.39019708405
"1Story",2,1,"0",708,"Inside",1940,1950,"VinylSd","VinylSd","None","BrkSide",4,7,"Normal",82500,57238.186557064604,70625.1315888376
"1Story",2,2,"Attchd",1795,"Inside",2006,2007,"VinylSd","VinylSd","BrkFace","Somerst",8,5,"Partial",147000,263013.25277144194,281286.7600862398
"1Story",2,1,"0",796,"Inside",1922,1950,"AsbShng","AsbShng","None","IDOTRR",4,4,"Normal",55000,62577.538521312366,54683.76465050061
"1Story",3,1,"0",774,"Inside",1931,2006,"MetalSd","MetalSd","None","Edwards",3,6,"Normal",79000,60960.01885911611,40833.10533361556
"1Story",3,1,"Attchd",816,"Inside",1982,2008,"VinylSd","VinylSd","None","Mitchel",5,9,"Normal",130500,122491.68720433427,138331.54536290816
"1.5Fin",5,2,"Detchd",2792,"Corner",1920,1950,"BrkFace","Wd Sdng","None","OldTown",6,7,"Normal",256000,236338.23011805268,252846.41096090968
"2Story",3,2.5,"Attchd",1632,"Inside",1998,1998,"VinylSd","VinylSd","None","Gilbert",7,5,"Normal",176500,216880.14722264436,209257.74658266874
"1Story",3,2,"Attchd",1588,"Inside",2006,2006,"VinylSd","VinylSd","Stone","Somerst",8,5,"Normal",227000,249941.202361745,257549.13064267463
"SLvl",3,1,"Detchd",954,"Inside",1976,1976,"MetalSd","MetalSd","None","CollgCr",5,5,"Normal",132500,114466.73298316092,99241.38573969435
"1Story",2,1,"Detchd",816,"Inside",1938,1958,"MetalSd","MetalSd","None","Edwards",4,6,"Normal",100000,67890.53482719098,70418.6561389477
"1.5Fin",2,1.5,"Detchd",1360,"Corner",1938,1995,"Wd Sdng","Wd Sdng","None","IDOTRR",5,6,"Normal",125500,146184.89935318826,143258.4190549699
"2Story",3,1.5,"Attchd",1365,"Inside",1970,1970,"HdBoard","HdBoard","None","BrDale",5,6,"Normal",125000,133677.31155171222,138545.28740463546
"1Story",2,2,"Attchd",1334,"Inside",1977,1977,"Plywood","Plywood","BrkFace","NWAmes",6,5,"Normal",167900,161710.71286107518,171905.68755176757
"1Story",4,2,"Detchd",1656,"Inside",1973,1973,"Plywood","Plywood","BrkFace","NWAmes",5,5,"Normal",135000,150218.9012495439,153014.51576563856
"1Story",2,1,"0",693,"Corner",1941,1950,"Wd Sdng","Wd Sdng","None","OldTown",4,4,"Normal",52500,56328.06974497692,63950.680030363146
"2Story",3,2.5,"BuiltIn",1861,"Corner",2002,2002,"VinylSd","VinylSd","None","CollgCr",7,5,"Normal",200000,232824.35083206388,231155.17283216468
"1Story",3,1,"Attchd",864,"Corner",1972,1972,"MetalSd","MetalSd","None","CollgCr",5,7,"Normal",128500,106956.2784990873,121984.41332889814
"1Story",3,1,"Detchd",872,"Inside",1971,1971,"MetalSd","MetalSd","None","NAmes",4,5,"Normal",123000,77950.0034965144,86579.57552048843
"1Story",3,1,"Detchd",1114,"Inside",2003,2004,"VinylSd","VinylSd","None","SawyerW",6,5,"Normal",155000,167502.1531590616,176531.16835779324
"2Story",3,2.5,"Attchd",2169,"Inside",2002,2002,"VinylSd","VinylSd","BrkFace","CollgCr",8,5,"Normal",228500,280491.3149397305,273165.4049469533
"1.5Fin",3,1.5,"Detchd",1913,"Inside",1928,1950,"BrkFace","Stone","None","Crawfor",6,6,"Normal",177000,185657.3765950443,191147.25532645197
"2Story",3,2.5,"Attchd",1456,"Corner",2006,2006,"VinylSd","VinylSd","None","CollgCr",7,5,"Partial",155835,210300.95051724385,205462.10841866792
"1Story",2,1,"Detchd",960,"Inside",1920,1950,"MetalSd","MetalSd","None","OldTown",4,4,"Normal",108500,72528.14900013775,64072.08447068976
"1Story",3,2,"Attchd",2156,"CulDSac",1968,2003,"BrkFace","HdBoard","None","NWAmes",7,7,"Normal",262500,253887.7448713387,268093.2463561804
"1Story",3,2,"Attchd",1776,"Corner",2006,2007,"VinylSd","VinylSd","Stone","Timber",8,5,"Partial",283463,261860.43814279756,281742.818802482
"1Story",3,2,"Attchd",1494,"Inside",1998,1998,"VinylSd","VinylSd","None","SawyerW",7,5,"Normal",215000,211159.0642167677,218871.36606922932
"2Story",4,2,"0",2358,"Inside",1872,1987,"MetalSd","MetalSd","None","OldTown",8,5,"Normal",122000,286924.2023940623,208191.99524807837
"2Story",6,3,"Detchd",2634,"Inside",1969,1969,"MetalSd","MetalSd","BrkFace","NAmes",5,5,"Normal",200000,202204.78045545344,193844.46622496517
"2Story",4,1.5,"Attchd",1716,"Inside",1962,1962,"HdBoard","HdBoard","BrkFace","NAmes",6,6,"Normal",171000,179853.76996426852,176331.07287243637
"1.5Fin",2,1,"Detchd",1176,"Inside",1937,2000,"MetalSd","MetalSd","None","BrkSide",6,9,"Normal",134900,169214.2157041432,165077.65161247854
"1.5Fin",4,2.5,"Attchd",3238,"CulDSac",1995,1996,"VinylSd","VinylSd","BrkFace","NoRidge",8,5,"Normal",410000,342277.67599719175,372295.5055459561
"2Story",3,2.5,"Attchd",1865,"Inside",2000,2000,"VinylSd","VinylSd","None","CollgCr",7,5,"Normal",235000,232042.17184284684,228677.25643107388
"SLvl",4,3,"Attchd",1920,"Inside",1968,1992,"MetalSd","MetalSd","BrkFace","NWAmes",7,6,"Normal",170000,228627.7679320766,199199.71825447795
"1Story",3,1,"Attchd",892,"Corner",1966,1966,"HdBoard","HdBoard","BrkFace","NAmes",5,5,"Normal",110000,105580.53279766305,109464.26171099488
"1Story",3,1.5,"Attchd",1078,"CulDSac",1971,2008,"VinylSd","VinylSd","None","NAmes",5,6,"Normal",149900,135736.40252346915,133031.36180544435
"2Story",3,2.5,"Detchd",1573,"Inside",2000,2000,"MetalSd","MetalSd","BrkFace","Somerst",6,5,"Normal",177500,185345.9990014071,186564.72772456193
"1Story",3,2,"Attchd",1980,"FR3",2004,2005,"VinylSd","VinylSd","BrkFace","NridgHt",9,5,"Normal",315000,302192.3822142158,300870.63253847975
"2Story",4,3.5,"BuiltIn",2601,"Inside",1921,1998,"MetalSd","Wd Sdng","None","SWISU",5,6,"Normal",189000,212411.2454872499,189396.60569141037
"1Story",3,2,"Attchd",1530,"Inside",2005,2005,"VinylSd","VinylSd","Stone","StoneBr",7,5,"Normal",260000,216930.4133859863,231843.74833229184
"1.5Fin",4,2,"Attchd",1738,"FR2",1920,2007,"VinylSd","VinylSd","None","NAmes",4,4,"Normal",104900,143637.87995431098,111622.57790441858
"2Story",3,2.5,"BuiltIn",1412,"Inside",2006,2007,"VinylSd","VinylSd","None","Gilbert",6,5,"Partial",156932,179164.4807052074,177749.1849174241
"2Story",2,2.5,"Detchd",1200,"Inside",2005,2005,"MetalSd","MetalSd","None","Somerst",7,5,"Abnorml",144152,194255.8518547271,177327.8469806523
"2Story",3,2.5,"Attchd",1674,"Inside",2000,2000,"VinylSd","VinylSd","None","Somerst",7,5,"Normal",216000,220453.35110226364,222289.7846440135
"2Story",3,2.5,"Attchd",1790,"Inside",1999,1999,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Abnorml",193000,226979.14937952155,203361.38483470655
"2Story",4,2,"Attchd",1475,"Inside",1977,1977,"CemntBd","CmentBd","None","MeadowV",5,6,"Normal",127000,141286.57866189998,143668.55012498656
"1Story",1,1,"Attchd",848,"Inside",2003,2004,"VinylSd","VinylSd","BrkFace","CollgCr",6,5,"Normal",144000,151362.74835803994,163882.8860055455
"1Story",3,2,"Attchd",1668,"FR2",2003,2003,"VinylSd","VinylSd","BrkFace","CollgCr",8,5,"Normal",232000,253257.8434842187,247027.90657140757
"1.5Fin",2,1,"Detchd",1374,"Corner",1920,1950,"CBlock","CBlock","None","OldTown",4,6,"Normal",105000,97647.37301375793,121083.72610060358
"SLvl",3,1,"BuiltIn",1661,"Inside",1955,1996,"AsbShng","AsbShng","None","NAmes",6,6,"Normal",165500,196591.5723500976,180873.1255953794
"2Story",3,2.5,"Detchd",2097,"Corner",1998,1998,"VinylSd","VinylSd","None","CollgCr",7,6,"Normal",274300,245093.76839736267,252101.17947262735
"1Story",2,2.5,"Attchd",2633,"Inside",2001,2002,"VinylSd","VinylSd","BrkFace","NoRidge",10,5,"Normal",466500,366602.72612590855,377207.9210760705
"2Story",3,2.5,"Attchd",1958,"Inside",2005,2005,"CemntBd","CmentBd","None","Somerst",7,5,"Normal",250000,240247.0880922249,251783.66645267443
"1Story",3,2,"Attchd",1571,"Inside",2007,2007,"VinylSd","VinylSd","BrkFace","Timber",8,5,"Partial",239000,249422.17504426584,254893.1976769953
"1Story",2,1,"Detchd",790,"Inside",1930,1950,"Wd Sdng","Wd Sdng","None","SWISU",6,5,"Normal",91000,120171.9562620762,103244.78015407454
"1.5Fin",3,2,"Detchd",1604,"Inside",1941,1960,"Wd Sdng","Wd Sdng","None","Edwards",5,5,"Normal",117000,140402.13039677718,138880.55088080163
"2Story",2,1.5,"Detchd",987,"Inside",1973,1973,"HdBoard","HdBoard","BrkFace","BrDale",6,5,"Normal",83000,141258.9153285626,125458.48078771587
"SLvl",3,2.5,"BuiltIn",1394,"Inside",2006,2007,"VinylSd","VinylSd","None","Timber",5,5,"Normal",167500,149093.1082979027,155317.06288911798
"1Story",2,1,"Detchd",864,"Inside",1914,1950,"Stucco","Stucco","None","Edwards",3,3,"Normal",58500,37724.1691699771,18544.21044287691
"1Story",4,2.5,"Attchd",2117,"Corner",1970,1970,"BrkFace","Plywood","None","NAmes",6,7,"Normal",237500,202979.74996651424,229442.11495475122
"2Story",4,1.5,"Detchd",1762,"Corner",1920,1950,"Wd Sdng","Wd Sdng","None","OldTown",7,7,"Normal",157000,205474.76625282769,181275.94903718866
"1Story",3,2,"Attchd",1416,"Inside",1918,2007,"Wd Sdng","Wd Sdng","None","Sawyer",5,7,"Normal",112000,153079.93795429473,127202.7047594944
"1.5Fin",2,1,"Detchd",1258,"Inside",1939,1950,"WdShing","Wd Shng","None","Edwards",6,5,"Normal",105000,148567.60079921203,147885.98544105887
"1.5Fin",3,1,"Detchd",1154,"Inside",1922,2007,"VinylSd","VinylSd","None","IDOTRR",4,8,"Normal",125500,113507.98206769051,99610.54662757507
"2Story",5,3.5,"Attchd",2784,"Inside",1978,1978,"Plywood","Plywood","BrkFace","NWAmes",7,5,"Normal",250000,271224.367002581,263723.5868512725
"1.5Fin",5,2,"Detchd",2526,"Inside",1916,1950,"Stucco","Stucco","None","OldTown",6,7,"Family",136000,220198.82531703106,215998.40631475556
"1Story",3,2,"Attchd",1746,"CulDSac",2006,2007,"VinylSd","VinylSd","Stone","Gilbert",9,5,"Normal",377500,289019.43675142166,286143.0907180384
"1.5Fin",3,1,"Detchd",1218,"Inside",1941,1950,"Wd Sdng","Wd Sdng","None","BrkSide",6,6,"Normal",131000,146140.62263364487,140270.8690716338
"1Story",3,2,"Attchd",1525,"Inside",2000,2000,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",235000,214064.84910085602,210363.90911939647
"1Story",4,2,"Detchd",1584,"Inside",1967,1967,"Plywood","Plywood","None","NAmes",5,5,"Normal",124000,142775.71013420174,144621.76775398478
"SFoyer",3,1,"Attchd",900,"Inside",1967,1967,"HdBoard","HdBoard","None","NAmes",5,5,"Normal",123000,106578.36683366336,99538.59054099256
"1.5Fin",3,2,"Detchd",1912,"Inside",1905,2000,"Wd Sdng","Wd Sdng","None","OldTown",6,7,"Normal",163000,208566.6306199189,181139.34409086755
"1Story",2,2,"Attchd",1500,"Inside",2006,2006,"VinylSd","VinylSd","BrkFace","Blmngtn",7,5,"Partial",246578,215622.6181646978,222686.85740999295
"2Story",4,2.5,"BuiltIn",2482,"Inside",2005,2006,"VinylSd","VinylSd","BrkFace","Timber",8,5,"Normal",281213,301532.17269684107,301781.3074500207
"1Story",3,1,"Detchd",1687,"Inside",1948,1950,"Wd Sdng","Wd Sdng","None","Timber",5,5,"Normal",160000,145617.70939212042,164829.17551734392
"2Story",4,1.5,"Detchd",1513,"Inside",1920,2004,"MetalSd","MetalSd","None","BrkSide",5,8,"Normal",137500,160080.03646246454,117274.31221587583
"1.5Fin",3,1.5,"Attchd",1904,"Inside",1950,1982,"VinylSd","Wd Sdng","None","NAmes",5,4,"Normal",138000,172530.10316737232,178774.74856511527
"1.5Fin",3,2.5,"Detchd",1608,"Inside",1925,1990,"WdShing","Wd Shng","None","SWISU",6,6,"Normal",137450,182345.2208674096,157687.93043934577
"1.5Fin",3,1,"BuiltIn",1158,"Corner",1929,1950,"WdShing","Wd Shng","None","BrkSide",6,7,"Normal",120000,142500.1553852941,137756.05606221105
"2Story",3,2.5,"Attchd",1593,"Inside",2004,2004,"VinylSd","VinylSd","None","Gilbert",6,5,"Normal",193000,188609.2416957382,189802.99041726533
"1Story",2,2,"Attchd",1294,"Inside",2006,2006,"VinylSd","VinylSd","None","CollgCr",7,5,"Partial",193879,203123.6806120269,211724.74482433358
"1Story",3,2,"Attchd",1464,"CulDSac",2007,2007,"VinylSd","VinylSd","Stone","Somerst",8,5,"Normal",282922,242930.00845137367,250240.0024229905
"1.5Fin",3,1,"Detchd",1214,"Corner",1915,1950,"Wd Sdng","Wd Sdng","None","OldTown",3,4,"Family",105000,58960.22811868982,56422.91382581112
"1Story",2,2,"Attchd",1646,"Inside",2004,2005,"CemntBd","CmentBd","Stone","Crawfor",8,5,"Normal",275000,252947.88229893052,262805.4440159127
"SFoyer",2,1,"Detchd",768,"Corner",1972,2007,"HdBoard","Wd Shng","None","CollgCr",5,7,"Normal",133000,119066.8750027668,112534.26075468608
"1Story",3,1,"0",833,"Corner",1985,1985,"HdBoard","Plywood","None","Mitchel",5,5,"Normal",112000,111737.06965830215,124462.05923870672
"2Story",3,1,"Detchd",1363,"Inside",1910,1950,"VinylSd","VinylSd","None","OldTown",4,7,"Normal",125500,96979.95401822694,90222.3656483416
"2Story",3,2.5,"Attchd",2093,"CulDSac",1986,1991,"Plywood","Plywood","BrkFace","NWAmes",7,6,"Normal",215000,241264.0017605978,249046.61894633085
"2Story",3,2.5,"Attchd",1840,"Inside",2001,2001,"VinylSd","VinylSd","None","CollgCr",7,5,"Normal",230000,231037.74889225425,227307.6625923491
"1.5Fin",3,1.5,"Attchd",1668,"Inside",1950,2005,"VinylSd","VinylSd","None","NAmes",6,8,"Normal",140000,198976.24748972367,204131.75742615014
"1Story",2,2,"Detchd",1040,"Inside",1949,1950,"BrkFace","Stone","None","NAmes",4,5,"Normal",90000,72078.12200061193,86330.56391891628
"1Story",2,2,"Attchd",1844,"Corner",2005,2006,"VinylSd","VinylSd","Stone","SawyerW",8,5,"Abnorml",257000,265473.8626213749,275778.62923907465
"1.5Fin",4,1.5,"Detchd",1848,"Inside",1923,2000,"Wd Sdng","Wd Sdng","None","BrkSide",6,7,"Normal",207000,207335.45722034152,175552.2820193807
"1Story",1,2,"Attchd",1569,"Inside",2007,2007,"VinylSd","VinylSd","BrkFace","Blmngtn",7,5,"Normal",175900,220321.59390318804,234912.01487894426
"2Story",4,2,"Detchd",2290,"Inside",1885,1950,"VinylSd","AsbShng","None","OldTown",4,6,"Normal",122500,147921.18967458588,122621.9116039211
"2Story",3,2.5,"Attchd",2450,"Inside",1998,1998,"VinylSd","VinylSd","BrkFace","NoRidge",8,5,"Normal",340000,295491.0829412923,300122.8594349744
"1Story",3,1.5,"Detchd",1144,"Inside",1963,1963,"HdBoard","HdBoard","None","NAmes",5,5,"Normal",124000,116681.18836674548,119516.21194563294
"1Story",3,2,"Attchd",1844,"Inside",1969,1969,"Plywood","Plywood","BrkFace","Crawfor",6,5,"Normal",223000,188555.17724896153,194930.49571405817
"2Story",3,2.5,"Attchd",1416,"Corner",1968,1968,"HdBoard","HdBoard","BrkFace","NWAmes",6,6,"Normal",179900,159422.08080917588,158572.8680657486
"1Story",2,2,"Attchd",1069,"Inside",1977,1977,"Plywood","Plywood","None","NPkVill",6,5,"Normal",127500,145631.9825141927,152262.1165013048
"1Story",1,1,"Attchd",848,"Inside",2003,2003,"VinylSd","VinylSd","BrkFace","CollgCr",6,5,"Normal",136500,150850.3099551531,163822.515131637
"SLvl",4,2,"Attchd",2201,"CulDSac",1966,1966,"Plywood","Plywood","None","Edwards",6,7,"Alloca",274970,208678.64216798785,210148.2409946348
"1Story",2,1,"Detchd",1344,"Inside",1958,1983,"HdBoard","HdBoard","None","NAmes",5,5,"Normal",144000,141716.83891764894,148866.15178550407
"1Story",3,1,"Detchd",1252,"Inside",1959,1959,"HdBoard","HdBoard","Stone","NAmes",6,6,"Normal",142000,152815.49970035884,160974.3884965151
"2Story",3,2.5,"Attchd",2127,"Inside",1994,1994,"VinylSd","VinylSd","BrkFace","NoRidge",7,5,"Normal",271000,244864.2484099905,249081.8212123087
"1.5Fin",3,1.5,"Attchd",1558,"Inside",1945,1950,"MetalSd","MetalSd","None","NAmes",5,6,"Normal",140000,135138.71314283623,156444.0142462221
"1Story",2,1,"Attchd",804,"Corner",1940,1992,"MetalSd","MetalSd","Stone","OldTown",5,7,"Abnorml",119000,113564.57930847409,101372.25656577456
"1Story",3,2,"Attchd",1440,"Corner",1981,1981,"MetalSd","MetalSd","BrkFace","NWAmes",6,7,"Normal",182900,170191.95861137568,189671.832230679
"2Story",4,2.5,"BuiltIn",1838,"Inside",2005,2005,"VinylSd","VinylSd","None","Gilbert",5,5,"Normal",192140,175007.68912992452,179406.6365838335
"1Story",2,2,"Attchd",958,"Inside",1976,1976,"Plywood","Plywood","None","NPkVill",6,6,"Normal",143750,138384.67970185695,147991.83080355707
"1Story",4,2,"Detchd",968,"Inside",1927,2007,"Wd Sdng","Wd Sdng","None","OldTown",4,6,"Normal",64500,96918.55026714303,54424.38324924628
"2Story",3,2.5,"Attchd",1792,"Inside",2000,2000,"VinylSd","VinylSd","BrkFace","Gilbert",6,5,"Normal",186500,198633.70445788733,200235.38021316705
"1Story",3,2,"Attchd",1126,"Inside",1977,1977,"BrkFace","BrkFace","None","Mitchel",5,5,"Normal",160000,120111.19416732647,127292.92664599582
"1Story",3,1.5,"Attchd",1537,"Inside",1962,2005,"Wd Sdng","Wd Sdng","BrkFace","NAmes",6,9,"Abnorml",174000,191027.8939974912,182958.0821085903
"1Story",3,1,"Detchd",864,"FR2",1971,1971,"HdBoard","HdBoard","None","NAmes",4,6,"Normal",120500,77464.60786340098,93973.43020954356
"1Story",2,2,"Attchd",1932,"FR2",2008,2008,"VinylSd","VinylSd","Stone","NridgHt",8,5,"Partial",394617,271838.09139139636,299798.15018571285
"1Story",2,1,"Attchd",1236,"Inside",1957,1996,"MetalSd","MetalSd","None","OldTown",6,7,"Normal",149700,170804.92934094646,178675.8196784265
"SLvl",3,2.5,"Attchd",1725,"Inside",1979,1979,"HdBoard","HdBoard","BrkFace","NWAmes",7,6,"Normal",197000,212786.54180273734,204644.55436267727
"2.5Fin",3,2,"Detchd",2555,"Inside",1922,1994,"MetalSd","MetalSd","None","Crawfor",6,7,"Normal",191000,244505.67421408984,232764.2273825577
"1Story",1,1,"Attchd",848,"Inside",2004,2004,"VinylSd","VinylSd","BrkFace","CollgCr",6,5,"Normal",149300,151362.74835803994,164572.87543357303
"2Story",3,2.5,"Attchd",2007,"Inside",2008,2008,"VinylSd","VinylSd","Stone","Somerst",10,5,"Normal",310000,331695.14825210365,321920.8287218758
"1.5Unf",2,1,"Detchd",952,"Inside",1916,1950,"Wd Sdng","Wd Sdng","None","BrkSide",6,6,"Normal",121000,130001.21783262322,106899.34576600255
"1Story",3,2,"Attchd",1422,"FR2",2004,2004,"VinylSd","VinylSd","BrkFace","CollgCr",7,5,"Normal",179600,209865.13393606807,206268.1286116559
"SFoyer",3,1,"Detchd",913,"Inside",1966,1966,"VinylSd","VinylSd","None","Sawyer",6,5,"Normal",129000,135833.92856738524,119528.53184098331
"1Story",3,1,"Attchd",1188,"CulDSac",1962,1962,"HdBoard","HdBoard","BrkFace","Mitchel",5,7,"Normal",157900,121490.41761131257,141916.86371862027
"2Story",3,2.5,"Attchd",2090,"Inside",1995,1996,"VinylSd","VinylSd","BrkFace","CollgCr",8,5,"Normal",240000,272623.4026454141,261274.19862282346
"2Story",2,1.5,"Detchd",1346,"Inside",1910,2000,"MetalSd","HdBoard","None","Edwards",4,7,"Normal",112000,118918.41677687468,90031.9394247469
"SFoyer",1,1,"0",630,"Inside",1970,1970,"CemntBd","CmentBd","None","MeadowV",5,7,"Abnorml",92000,91733.57942474562,95547.39156253077
"2Story",4,3,"0",1792,"FR2",1974,1974,"VinylSd","VinylSd","None","NAmes",5,5,"Normal",136000,153679.08208469898,154931.21445898642
"1Story",3,2,"Attchd",1578,"Inside",2008,2009,"CemntBd","CmentBd","Stone","Somerst",8,5,"Partial",287090,250871.77302901386,263612.802954379
"SLvl",2,1,"Basment",1072,"Inside",2005,2005,"VinylSd","VinylSd","BrkFace","Edwards",5,5,"Normal",145000,136487.03225530352,140198.87488599936
